car_name,count_CM_CY,pct_CM_CY,cum_YTD_CY,pct_YTD_CY,count_CM_LY,pct_CM_LY,cum_YTD_LY,pct_YTD_LY,chg_CM_YOY,chg_YTD_YOY,yearsel,monthsel,velgfordelt
23. MINI,80,"0,6",305,"0,5",63,"0,5",346,"0,6","27,0","-11,8",2016.0,5,1
24. Porsche,42,"0,3",215,"0,3",30,"0,2",162,"0,3","40,0","32,7",2016.0,5,1
25. Land Rover,38,"0,3",178,"0,3",51,"0,4",262,"0,4","-25,5","-32,1",2016.0,5,1
26. DS,19,"0,1",132,"0,2",0,"0,0",0,"0,0",,,2016.0,5,1
27. Jaguar,38,"0,3",99,"0,2",6,"0,0",21,"0,0","533,3","371,4",2016.0,5,1
28. Dacia,18,"0,1",92,"0,1",3,"0,0",78,"0,1","500,0","17,9",2016.0,5,1
29. Fiat,7,"0,1",48,"0,1",34,"0,3",109,"0,2","-79,4","-56,0",2016.0,5,1
30. Smart,6,"0,0",40,"0,1",26,"0,2",38,"0,1","-76,9","5,3",2016.0,5,1
31. Ssangyong,1,"0,0",28,"0,0",0,"0,0",0,"0,0",,,2016.0,5,1
32. Jeep,6,"0,0",26,"0,0",24,"0,2",111,"0,2","-75,0","-76,6",2016.0,5,1
33. Alfa Romeo,1,"0,0",9,"0,0",3,"0,0",19,"0,0","-66,7","-52,6",2016.0,5,1
34. Nilsson,4,"0,0",6,"0,0",0,"0,0",5,"0,0",,"20,0",2016.0,5,1
35. Maserati,0,"0,0",3,"0,0",0,"0,0",2,"0,0",,"50,0",2016.0,5,1
36. Aston Martin,0,"0,0",2,"0,0",2,"0,0",4,"0,0","-100,0","-50,0",2016.0,5,1
36. Ferrari,2,"0,0",2,"0,0",0,"0,0",1,"0,0",,"100,0",2016.0,5,1
37. Cadillac,1,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2016.0,5,1
37. Morgan,1,"0,0",1,"0,0",1,"0,0",1,"0,0","0,0","0,0",2016.0,5,1
38. Chevrolet,0,"0,0",0,"0,0",0,"0,0",2,"0,0",,"-100,0",2016.0,5,1
38. Chevrolet US,0,"0,0",0,"0,0",1,"0,0",2,"0,0","-100,0","-100,0",2016.0,5,1
38. Lancia,0,"0,0",0,"0,0",1,"0,0",1,"0,0","-100,0","-100,0",2016.0,5,1
38. Polaris,0,"0,0",0,"0,0",0,"0,0",19,"0,0",,"-100,0",2016.0,5,1
TOTALT,8 485,100,52 750,100,9 165,100,51 060,100,"-7,4","3,3",2e3,6,1
1. Volkswagen,1 456,"17,2",7 693,"14,6",1 144,"12,5",7 370,"14,4","27,3","4,4",2e3,6,1
2. Toyota,1 014,"12,0",6 314,"12,0",798,"8,7",4 675,"9,2","27,1","35,1",2e3,6,1
3. Opel,666,"7,8",4 662,"8,8",966,"10,5",5 545,"10,9","-31,1","-15,9",2e3,6,1
4. Ford,652,"7,7",3 753,"7,1",729,"8,0",4 143,"8,1","-10,6","-9,4",2e3,6,1
5. Peugeot,425,"5,0",2 744,"5,2",491,"5,4",2 600,"5,1","-13,4","5,5",2e3,6,1
6. Nissan,422,"5,0",2 462,"4,7",290,"3,2",1 770,"3,5","45,5","39,1",2e3,6,1
7. Audi,350,"4,1",2 142,"4,1",500,"5,5",2 207,"4,3","-30,0","-2,9",2e3,6,1
8. Renault,251,"3,0",1 982,"3,8",306,"3,3",1 631,"3,2","-18,0","21,5",2e3,6,1
9. Mazda,308,"3,6",1 903,"3,6",312,"3,4",2 104,"4,1","-1,3","-9,6",2e3,6,1
10. Volvo,297,"3,5",1 894,"3,6",347,"3,8",1 612,"3,2","-14,4","17,5",2e3,6,1
11. Mitsubishi,261,"3,1",1 862,"3,5",452,"4,9",2 386,"4,7","-42,3","-22,0",2e3,6,1
12. Mercedes-Benz,293,"3,5",1 859,"3,5",348,"3,8",1 819,"3,6","-15,8","2,2",2e3,6,1
13. Skoda,257,"3,0",1 740,"3,3",217,"2,4",1 332,"2,6","18,4","30,6",2e3,6,1
14. BMW,273,"3,2",1 493,"2,8",232,"2,5",1 251,"2,5","17,7","19,3",2e3,6,1
15. Hyundai,162,"1,9",1 409,"2,7",240,"2,6",1 291,"2,5","-32,5","9,1",2e3,6,1
16. Honda,179,"2,1",1 384,"2,6",242,"2,6",1 310,"2,6","-26,0","5,6",2e3,6,1
17. Saab,268,"3,2",1 210,"2,3",299,"3,3",1 325,"2,6","-10,4","-8,7",2e3,6,1
18. Citroen,194,"2,3",1 154,"2,2",258,"2,8",1 150,"2,3","-24,8","0,3",2e3,6,1
19. Suzuki,123,"1,4",1 130,"2,1",240,"2,6",1 382,"2,7","-48,8","-18,2",2e3,6,1
20. Subaru,89,"1,0",873,"1,7",151,"1,6",852,"1,7","-41,1","2,5",2e3,6,1
21. Rover.,82,"1,0",674,"1,3",134,"1,5",715,"1,4","-38,8","-5,7",2e3,6,1
22. Seat,70,"0,8",508,"1,0",99,"1,1",486,"1,0","-29,3","4,5",2e3,6,1
23. Chrysler,125,"1,5",407,"0,8",99,"1,1",577,"1,1","26,3","-29,5",2e3,6,1
24. Kia,83,"1,0",371,"0,7",76,"0,8",406,"0,8","9,2","-8,6",2e3,6,1
25. Daihatsu,62,"0,7",342,"0,6",31,"0,3",213,"0,4","100,0","60,6",2e3,6,1
26. Daewoo,36,"0,4",214,"0,4",48,"0,5",296,"0,6","-25,0","-27,7",2e3,6,1
27. Fiat,40,"0,5",180,"0,3",35,"0,4",207,"0,4","14,3","-13,0",2e3,6,1
28. Think,9,"0,1",106,"0,2",0,"0,0",4,"0,0",,"2 550,0",2e3,6,1
29. Alfa Romeo,12,"0,1",90,"0,2",37,"0,4",196,"0,4","-67,6","-54,1",2e3,6,1
30. Lexus,4,"0,0",52,"0,1",8,"0,1",22,"0,0","-50,0","136,4",2e3,6,1
31. Jaguar,8,"0,1",31,"0,1",7,"0,1",31,"0,1","14,3","0,0",2e3,6,1
32. Chevrolet US,2,"0,0",28,"0,1",7,"0,1",36,"0,1","-71,4","-22,2",2e3,6,1
33. Jeep,0,"0,0",24,"0,0",4,"0,0",39,"0,1","-100,0","-38,5",2e3,6,1
34. MG,0,"0,0",14,"0,0",6,"0,1",23,"0,0","-100,0","-39,1",2e3,6,1
34. Porsche,3,"0,0",14,"0,0",5,"0,1",13,"0,0","-40,0","7,7",2e3,6,1
35. Morgan,5,"0,1",8,"0,0",2,"0,0",7,"0,0","150,0","14,3",2e3,6,1
36. Maserati,0,"0,0",6,"0,0",0,"0,0",2,"0,0",,"200,0",2e3,6,1
37. Smart,1,"0,0",4,"0,0",1,"0,0",1,"0,0","0,0","300,0",2e3,6,1
38. Ferrari,0,"0,0",3,"0,0",1,"0,0",2,"0,0","-100,0","50,0",2e3,6,1
38. Galloper,0,"0,0",3,"0,0",1,"0,0",8,"0,0","-100,0","-62,5",2e3,6,1
38. Lotus,2,"0,0",3,"0,0",0,"0,0",2,"0,0",,"50,0",2e3,6,1
39. Aston Martin,1,"0,0",2,"0,0",0,"0,0",0,"0,0",,,2e3,6,1
40. Bentley,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2e3,6,1
40. Cadillac,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2e3,6,1
40. Caterham,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2e3,6,1
41. Buick,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2e3,6,1
41. Lada/VAZ,0,"0,0",0,"0,0",0,"0,0",10,"0,0",,"-100,0",2e3,6,1
41. Lancia,0,"0,0",0,"0,0",1,"0,0",7,"0,0","-100,0","-100,0",2e3,6,1
41. Morris,0,"0,0",0,"0,0",1,"0,0",1,"0,0","-100,0","-100,0",2e3,6,1
TOTALT,7 889,100,46 523,100,8 485,100,52 750,100,"-7,0","-11,8",2001.0,6,1
1. Toyota,1 071,"13,6",6 309,"13,6",1 014,"12,0",6 314,"12,0","5,6","-0,1",2001.0,6,1
2. Volkswagen,1 056,"13,4",5 900,"12,7",1 456,"17,2",7 693,"14,6","-27,5","-23,3",2001.0,6,1
3. Ford,786,"10,0",4 567,"9,8",652,"7,7",3 753,"7,1","20,6","21,7",2001.0,6,1
4. Opel,610,"7,7",4 058,"8,7",666,"7,8",4 662,"8,8","-8,4","-13,0",2001.0,6,1
5. Peugeot,507,"6,4",2 981,"6,4",425,"5,0",2 744,"5,2","19,3","8,6",2001.0,6,1
6. Volvo,228,"2,9",2 123,"4,6",297,"3,5",1 894,"3,6","-23,2","12,1",2001.0,6,1
7. Audi,338,"4,3",2 075,"4,5",350,"4,1",2 142,"4,1","-3,4","-3,1",2001.0,6,1
8. Mercedes-Benz,322,"4,1",1 916,"4,1",293,"3,5",1 859,"3,5","9,9","3,1",2001.0,6,1
9. Renault,272,"3,4",1 466,"3,2",251,"3,0",1 982,"3,8","8,4","-26,0",2001.0,6,1
10. Skoda,217,"2,8",1 458,"3,1",257,"3,0",1 740,"3,3","-15,6","-16,2",2001.0,6,1
11. Mitsubishi,272,"3,4",1 443,"3,1",261,"3,1",1 862,"3,5","4,2","-22,5",2001.0,6,1
12. Citroen,306,"3,9",1 429,"3,1",194,"2,3",1 154,"2,2","57,7","23,8",2001.0,6,1
13. Nissan,264,"3,3",1 358,"2,9",422,"5,0",2 462,"4,7","-37,4","-44,8",2001.0,6,1
14. BMW,262,"3,3",1 298,"2,8",273,"3,2",1 493,"2,8","-4,0","-13,1",2001.0,6,1
15. Mazda,215,"2,7",1 157,"2,5",308,"3,6",1 903,"3,6","-30,2","-39,2",2001.0,6,1
16. Saab,201,"2,5",1 045,"2,2",268,"3,2",1 210,"2,3","-25,0","-13,6",2001.0,6,1
17. Suzuki,134,"1,7",1 030,"2,2",123,"1,4",1 130,"2,1","8,9","-8,8",2001.0,6,1
18. Hyundai,132,"1,7",921,"2,0",162,"1,9",1 409,"2,7","-18,5","-34,6",2001.0,6,1
19. Honda,171,"2,2",855,"1,8",179,"2,1",1 384,"2,6","-4,5","-38,2",2001.0,6,1
20. Subaru,102,"1,3",684,"1,5",89,"1,0",873,"1,7","14,6","-21,6",2001.0,6,1
21. Seat,70,"0,9",533,"1,1",70,"0,8",508,"1,0","0,0","4,9",2001.0,6,1
22. Fiat,57,"0,7",351,"0,8",40,"0,5",180,"0,3","42,5","95,0",2001.0,6,1
23. Daewoo,89,"1,1",256,"0,6",36,"0,4",214,"0,4","147,2","19,6",2001.0,6,1
23. Kia,35,"0,4",256,"0,6",83,"1,0",371,"0,7","-57,8","-31,0",2001.0,6,1
24. Land Rover,26,"0,3",252,"0,5",54,"0,6",384,"0,7","-51,9","-34,4",2001.0,6,1
25. Daihatsu,28,"0,4",223,"0,5",62,"0,7",342,"0,6","-54,8","-34,8",2001.0,6,1
26. Alfa Romeo,38,"0,5",145,"0,3",12,"0,1",90,"0,2","216,7","61,1",2001.0,6,1
27. Chrysler,22,"0,3",134,"0,3",125,"1,5",407,"0,8","-82,4","-67,1",2001.0,6,1
28. Rover,11,"0,1",121,"0,3",28,"0,3",290,"0,5","-60,7","-58,3",2001.0,6,1
29. Lexus,11,"0,1",64,"0,1",4,"0,0",52,"0,1","175,0","23,1",2001.0,6,1
30. Jaguar,11,"0,1",20,"0,0",8,"0,1",31,"0,1","37,5","-35,5",2001.0,6,1
31. Think,2,"0,0",18,"0,0",9,"0,1",106,"0,2","-77,8","-83,0",2001.0,6,1
32. MG,9,"0,1",16,"0,0",0,"0,0",14,"0,0",,"14,3",2001.0,6,1
33. Chevrolet US,4,"0,1",11,"0,0",2,"0,0",28,"0,1","100,0","-60,7",2001.0,6,1
34. Porsche,1,"0,0",10,"0,0",3,"0,0",14,"0,0","-66,7","-28,6",2001.0,6,1
35. Morgan,0,"0,0",9,"0,0",5,"0,1",8,"0,0","-100,0","12,5",2001.0,6,1
36. Smart,1,"0,0",6,"0,0",1,"0,0",4,"0,0","0,0","50,0",2001.0,6,1
37. Jeep,2,"0,0",5,"0,0",0,"0,0",24,"0,0",,"-79,2",2001.0,6,1
38. Ferrari,1,"0,0",4,"0,0",0,"0,0",3,"0,0",,"33,3",2001.0,6,1
39. Aston Martin,1,"0,0",3,"0,0",1,"0,0",2,"0,0","0,0","50,0",2001.0,6,1
40. Bentley,0,"0,0",2,"0,0",0,"0,0",1,"0,0",,"100,0",2001.0,6,1
40. Kewet,2,"0,0",2,"0,0",0,"0,0",0,"0,0",,,2001.0,6,1
40. Lotus,0,"0,0",2,"0,0",2,"0,0",3,"0,0","-100,0","-33,3",2001.0,6,1
40. Maserati,0,"0,0",2,"0,0",0,"0,0",6,"0,0",,"-66,7",2001.0,6,1
41. Cadillac,0,"0,0",1,"0,0",0,"0,0",1,"0,0",,"0,0",2001.0,6,1
41. Galloper,1,"0,0",1,"0,0",0,"0,0",3,"0,0",,"-66,7",2001.0,6,1
41. Lada/VAZ,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2001.0,6,1
41. Rolls-Royce,1,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2001.0,6,1
41. Tasso,0,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2001.0,6,1
42. Caterham,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2001.0,6,1
TOTALT,7 324,100,45 547,100,7 889,100,46 523,100,"-7,2","-2,1",2002.0,6,1
1. Toyota,1 186,"16,2",7 240,"15,9",1 071,"13,6",6 309,"13,6","10,7","14,8",2002.0,6,1
2. Volkswagen,838,"11,4",5 665,"12,4",1 056,"13,4",5 900,"12,7","-20,6","-4,0",2002.0,6,1
3. Ford,587,"8,0",3 555,"7,8",786,"10,0",4 567,"9,8","-25,3","-22,2",2002.0,6,1
4. Peugeot,561,"7,7",3 549,"7,8",507,"6,4",2 981,"6,4","10,7","19,1",2002.0,6,1
5. Opel,509,"6,9",3 150,"6,9",610,"7,7",4 058,"8,7","-16,6","-22,4",2002.0,6,1
6. Audi,388,"5,3",2 163,"4,7",338,"4,3",2 075,"4,5","14,8","4,2",2002.0,6,1
7. Nissan,365,"5,0",2 006,"4,4",264,"3,3",1 358,"2,9","38,3","47,7",2002.0,6,1
8. Volvo,306,"4,2",1 832,"4,0",228,"2,9",2 123,"4,6","34,2","-13,7",2002.0,6,1
9. Renault,243,"3,3",1 639,"3,6",272,"3,4",1 466,"3,2","-10,7","11,8",2002.0,6,1
10. Citroen,285,"3,9",1 597,"3,5",306,"3,9",1 429,"3,1","-6,9","11,8",2002.0,6,1
11. Mercedes-Benz,267,"3,6",1 530,"3,4",322,"4,1",1 916,"4,1","-17,1","-20,1",2002.0,6,1
12. Hyundai,149,"2,0",1 241,"2,7",132,"1,7",921,"2,0","12,9","34,7",2002.0,6,1
13. Saab,213,"2,9",1 223,"2,7",201,"2,5",1 045,"2,2","6,0","17,0",2002.0,6,1
14. BMW,214,"2,9",1 177,"2,6",262,"3,3",1 298,"2,8","-18,3","-9,3",2002.0,6,1
14. Skoda,223,"3,0",1 177,"2,6",217,"2,8",1 458,"3,1","2,8","-19,3",2002.0,6,1
15. Mitsubishi,188,"2,6",1 164,"2,6",272,"3,4",1 443,"3,1","-30,9","-19,3",2002.0,6,1
16. Honda,143,"2,0",936,"2,1",171,"2,2",855,"1,8","-16,4","9,5",2002.0,6,1
17. Suzuki,95,"1,3",918,"2,0",134,"1,7",1 030,"2,2","-29,1","-10,9",2002.0,6,1
18. Mazda,134,"1,8",901,"2,0",215,"2,7",1 157,"2,5","-37,7","-22,1",2002.0,6,1
19. Subaru,115,"1,6",697,"1,5",102,"1,3",684,"1,5","12,7","1,9",2002.0,6,1
20. Kia,38,"0,5",421,"0,9",35,"0,4",256,"0,6","8,6","64,5",2002.0,6,1
21. Seat,48,"0,7",345,"0,8",70,"0,9",533,"1,1","-31,4","-35,3",2002.0,6,1
22. Fiat,52,"0,7",293,"0,6",57,"0,7",351,"0,8","-8,8","-16,5",2002.0,6,1
23. Land Rover,45,"0,6",245,"0,5",26,"0,3",252,"0,5","73,1","-2,8",2002.0,6,1
24. Chrysler,23,"0,3",136,"0,3",22,"0,3",134,"0,3","4,5","1,5",2002.0,6,1
25. Daihatsu,17,"0,2",134,"0,3",28,"0,4",223,"0,5","-39,3","-39,9",2002.0,6,1
26. Think,3,"0,0",112,"0,2",2,"0,0",18,"0,0","50,0","522,2",2002.0,6,1
27. MINI,18,"0,2",110,"0,2",0,"0,0",0,"0,0",,,2002.0,6,1
27. Rover,17,"0,2",110,"0,2",11,"0,1",121,"0,3","54,5","-9,1",2002.0,6,1
28. Alfa Romeo,19,"0,3",97,"0,2",38,"0,5",145,"0,3","-50,0","-33,1",2002.0,6,1
29. Daewoo,2,"0,0",49,"0,1",89,"1,1",256,"0,6","-97,8","-80,9",2002.0,6,1
30. Lexus,12,"0,2",40,"0,1",11,"0,1",64,"0,1","9,1","-37,5",2002.0,6,1
31. Jaguar,4,"0,1",25,"0,1",11,"0,1",20,"0,0","-63,6","25,0",2002.0,6,1
32. Jeep,4,"0,1",23,"0,1",2,"0,0",5,"0,0","100,0","360,0",2002.0,6,1
33. Porsche,3,"0,0",12,"0,0",1,"0,0",10,"0,0","200,0","20,0",2002.0,6,1
34. Morgan,1,"0,0",10,"0,0",0,"0,0",9,"0,0",,"11,1",2002.0,6,1
35. MG,5,"0,1",8,"0,0",9,"0,1",16,"0,0","-44,4","-50,0",2002.0,6,1
36. Chevrolet US,0,"0,0",4,"0,0",4,"0,1",11,"0,0","-100,0","-63,6",2002.0,6,1
36. Kewet,0,"0,0",4,"0,0",2,"0,0",2,"0,0","-100,0","100,0",2002.0,6,1
36. Smart,1,"0,0",4,"0,0",1,"0,0",6,"0,0","0,0","-33,3",2002.0,6,1
37. Lotus,1,"0,0",2,"0,0",0,"0,0",2,"0,0",,"0,0",2002.0,6,1
38. Aston Martin,1,"0,0",1,"0,0",1,"0,0",3,"0,0","0,0","-66,7",2002.0,6,1
38. Bentley,0,"0,0",1,"0,0",0,"0,0",2,"0,0",,"-50,0",2002.0,6,1
38. Dodge,1,"0,0",1,"0,0",0,"0,0",0,"0,0",,,2002.0,6,1
39. Cadillac,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2002.0,6,1
39. Ferrari,0,"0,0",0,"0,0",1,"0,0",4,"0,0","-100,0","-100,0",2002.0,6,1
39. Galloper,0,"0,0",0,"0,0",1,"0,0",1,"0,0","-100,0","-100,0",2002.0,6,1
39. Lada/VAZ,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2002.0,6,1
39. Maserati,0,"0,0",0,"0,0",0,"0,0",2,"0,0",,"-100,0",2002.0,6,1
39. Rolls-Royce,0,"0,0",0,"0,0",1,"0,0",1,"0,0","-100,0","-100,0",2002.0,6,1
39. Tasso,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2002.0,6,1
TOTALT,7 725,100,43 373,100,7 324,100,45 547,100,"5,5","-4,8",2003.0,6,1
1. Toyota,1 234,"16,0",6 781,"15,6",1 186,"16,2",7 240,"15,9","4,0","-6,3",2003.0,6,1
2. Volkswagen,648,"8,4",4 484,"10,3",838,"11,4",5 665,"12,4","-22,7","-20,8",2003.0,6,1
3. Peugeot,582,"7,5",3 820,"8,8",561,"7,7",3 549,"7,8","3,7","7,6",2003.0,6,1
4. Ford,453,"5,9",3 077,"7,1",587,"8,0",3 555,"7,8","-22,8","-13,4",2003.0,6,1
5. Opel,680,"8,8",2 924,"6,7",509,"6,9",3 150,"6,9","33,6","-7,2",2003.0,6,1
6. Audi,300,"3,9",2 056,"4,7",388,"5,3",2 163,"4,7","-22,7","-4,9",2003.0,6,1
7. Nissan,414,"5,4",2 052,"4,7",365,"5,0",2 006,"4,4","13,4","2,3",2003.0,6,1
8. Volvo,386,"5,0",1 987,"4,6",306,"4,2",1 832,"4,0","26,1","8,5",2003.0,6,1
9. Renault,410,"5,3",1 648,"3,8",243,"3,3",1 639,"3,6","68,7","0,5",2003.0,6,1
10. Mercedes-Benz,299,"3,9",1 586,"3,7",267,"3,6",1 530,"3,4","12,0","3,7",2003.0,6,1
11. Mazda,252,"3,3",1 513,"3,5",134,"1,8",901,"2,0","88,1","67,9",2003.0,6,1
12. Hyundai,221,"2,9",1 414,"3,3",149,"2,0",1 241,"2,7","48,3","13,9",2003.0,6,1
13. Citroen,275,"3,6",1 378,"3,2",285,"3,9",1 597,"3,5","-3,5","-13,7",2003.0,6,1
14. Honda,217,"2,8",1 224,"2,8",143,"2,0",936,"2,1","51,7","30,8",2003.0,6,1
15. Mitsubishi,275,"3,6",1 096,"2,5",188,"2,6",1 164,"2,6","46,3","-5,8",2003.0,6,1
16. Subaru,167,"2,2",1 028,"2,4",115,"1,6",697,"1,5","45,2","47,5",2003.0,6,1
17. BMW,155,"2,0",1 023,"2,4",214,"2,9",1 177,"2,6","-27,6","-13,1",2003.0,6,1
18. Skoda,221,"2,9",1 022,"2,4",223,"3,0",1 177,"2,6","-0,9","-13,2",2003.0,6,1
19. Suzuki,125,"1,6",926,"2,1",95,"1,3",918,"2,0","31,6","0,9",2003.0,6,1
20. Saab,142,"1,8",921,"2,1",213,"2,9",1 223,"2,7","-33,3","-24,7",2003.0,6,1
21. Kia,64,"0,8",327,"0,8",38,"0,5",421,"0,9","68,4","-22,3",2003.0,6,1
22. Seat,28,"0,4",206,"0,5",48,"0,7",345,"0,8","-41,7","-40,3",2003.0,6,1
23. Land Rover,22,"0,3",151,"0,3",45,"0,6",245,"0,5","-51,1","-38,4",2003.0,6,1
24. Fiat,22,"0,3",125,"0,3",52,"0,7",293,"0,6","-57,7","-57,3",2003.0,6,1
25. Daewoo,20,"0,3",113,"0,3",2,"0,0",49,"0,1","900,0","130,6",2003.0,6,1
26. MINI,36,"0,5",96,"0,2",18,"0,2",110,"0,2","100,0","-12,7",2003.0,6,1
27. Chrysler,15,"0,2",88,"0,2",23,"0,3",136,"0,3","-34,8","-35,3",2003.0,6,1
28. Alfa Romeo,10,"0,1",68,"0,2",19,"0,3",97,"0,2","-47,4","-29,9",2003.0,6,1
29. Daihatsu,4,"0,1",66,"0,2",17,"0,2",134,"0,3","-76,5","-50,7",2003.0,6,1
30. Rover,26,"0,3",60,"0,1",17,"0,2",110,"0,2","52,9","-45,5",2003.0,6,1
31. Jaguar,4,"0,1",28,"0,1",4,"0,1",25,"0,1","0,0","12,0",2003.0,6,1
32. Lexus,5,"0,1",19,"0,0",12,"0,2",40,"0,1","-58,3","-52,5",2003.0,6,1
33. MG,3,"0,0",13,"0,0",5,"0,1",8,"0,0","-40,0","62,5",2003.0,6,1
34. Think,1,"0,0",11,"0,0",3,"0,0",112,"0,2","-66,7","-90,2",2003.0,6,1
35. Jeep,2,"0,0",9,"0,0",4,"0,1",23,"0,1","-50,0","-60,9",2003.0,6,1
35. Porsche,4,"0,1",9,"0,0",3,"0,0",12,"0,0","33,3","-25,0",2003.0,6,1
36. Smart,2,"0,0",7,"0,0",1,"0,0",4,"0,0","100,0","75,0",2003.0,6,1
37. Chevrolet US,0,"0,0",5,"0,0",0,"0,0",4,"0,0",,"25,0",2003.0,6,1
37. Ssangyong,0,"0,0",5,"0,0",0,"0,0",0,"0,0",,,2003.0,6,1
38. Morgan,1,"0,0",3,"0,0",1,"0,0",10,"0,0","0,0","-70,0",2003.0,6,1
39. Aston Martin,0,"0,0",1,"0,0",1,"0,0",1,"0,0","-100,0","0,0",2003.0,6,1
39. Dodge,0,"0,0",1,"0,0",1,"0,0",1,"0,0","-100,0","0,0",2003.0,6,1
39. Kewet,0,"0,0",1,"0,0",0,"0,0",4,"0,0",,"-75,0",2003.0,6,1
39. Lotus,0,"0,0",1,"0,0",1,"0,0",2,"0,0","-100,0","-50,0",2003.0,6,1
40. Bentley,0,"0,0",0,"0,0",0,"0,0",1,"0,0",,"-100,0",2003.0,6,1
TOTALT,9 262,100,55 317,100,7 725,100,43 373,100,"19,9","27,5",2004.0,6,1
1. Toyota,1 288,"13,9",8 552,"15,5",1 234,"16,0",6 781,"15,6","4,4","26,1",2004.0,6,1
2. Volkswagen,1 223,"13,2",7 326,"13,2",648,"8,4",4 484,"10,3","88,7","63,4",2004.0,6,1
3. Peugeot,650,"7,0",3 947,"7,1",582,"7,5",3 820,"8,8","11,7","3,3",2004.0,6,1
4. Ford,706,"7,6",3 733,"6,7",453,"5,9",3 077,"7,1","55,8","21,3",2004.0,6,1
5. Volvo,598,"6,5",3 405,"6,2",386,"5,0",1 987,"4,6","54,9","71,4",2004.0,6,1
6. Opel,593,"6,4",3 289,"5,9",680,"8,8",2 924,"6,7","-12,8","12,5",2004.0,6,1
7. Audi,403,"4,4",2 400,"4,3",300,"3,9",2 056,"4,7","34,3","16,7",2004.0,6,1
8. Suzuki,317,"3,4",1 820,"3,3",125,"1,6",926,"2,1","153,6","96,5",2004.0,6,1
9. Nissan,369,"4,0",1 815,"3,3",414,"5,4",2 052,"4,7","-10,9","-11,5",2004.0,6,1
10. Mercedes-Benz,372,"4,0",1 796,"3,2",299,"3,9",1 586,"3,7","24,4","13,2",2004.0,6,1
11. Subaru,229,"2,5",1 764,"3,2",167,"2,2",1 028,"2,4","37,1","71,6",2004.0,6,1
12. Mazda,232,"2,5",1 760,"3,2",252,"3,3",1 513,"3,5","-7,9","16,3",2004.0,6,1
13. Honda,270,"2,9",1 722,"3,1",217,"2,8",1 224,"2,8","24,4","40,7",2004.0,6,1
14. Renault,287,"3,1",1 627,"2,9",410,"5,3",1 648,"3,8","-30,0","-1,3",2004.0,6,1
15. BMW,296,"3,2",1 591,"2,9",155,"2,0",1 023,"2,4","91,0","55,5",2004.0,6,1
16. Mitsubishi,269,"2,9",1 500,"2,7",275,"3,6",1 096,"2,5","-2,2","36,9",2004.0,6,1
17. Citroen,186,"2,0",1 461,"2,6",275,"3,6",1 378,"3,2","-32,4","6,0",2004.0,6,1
18. Saab,297,"3,2",1 397,"2,5",142,"1,8",921,"2,1","109,2","51,7",2004.0,6,1
19. Hyundai,200,"2,2",1 370,"2,5",221,"2,9",1 414,"3,3","-9,5","-3,1",2004.0,6,1
20. Skoda,214,"2,3",1 368,"2,5",221,"2,9",1 022,"2,4","-3,2","33,9",2004.0,6,1
21. Land Rover,52,"0,6",304,"0,5",22,"0,3",151,"0,3","136,4","101,3",2004.0,6,1
22. Kia,39,"0,4",238,"0,4",64,"0,8",327,"0,8","-39,1","-27,2",2004.0,6,1
23. Daihatsu,26,"0,3",203,"0,4",4,"0,1",66,"0,2","550,0","207,6",2004.0,6,1
24. Daewoo,15,"0,2",139,"0,3",20,"0,3",113,"0,3","-25,0","23,0",2004.0,6,1
25. MINI,26,"0,3",114,"0,2",36,"0,5",96,"0,2","-27,8","18,8",2004.0,6,1
26. Rover,15,"0,2",111,"0,2",26,"0,3",60,"0,1","-42,3","85,0",2004.0,6,1
27. Alfa Romeo,10,"0,1",103,"0,2",10,"0,1",68,"0,2","0,0","51,5",2004.0,6,1
28. Fiat,13,"0,1",95,"0,2",22,"0,3",125,"0,3","-40,9","-24,0",2004.0,6,1
29. Chrysler,19,"0,2",93,"0,2",15,"0,2",88,"0,2","26,7","5,7",2004.0,6,1
30. Jaguar,13,"0,1",78,"0,1",4,"0,1",28,"0,1","225,0","178,6",2004.0,6,1
31. Seat,9,"0,1",58,"0,1",28,"0,4",206,"0,5","-67,9","-71,8",2004.0,6,1
32. Lexus,7,"0,1",39,"0,1",5,"0,1",19,"0,0","40,0","105,3",2004.0,6,1
33. Porsche,2,"0,0",23,"0,0",4,"0,1",9,"0,0","-50,0","155,6",2004.0,6,1
34. MG,2,"0,0",22,"0,0",3,"0,0",13,"0,0","-33,3","69,2",2004.0,6,1
35. Jeep,1,"0,0",15,"0,0",2,"0,0",9,"0,0","-50,0","66,7",2004.0,6,1
